Time, Bin, Proportion, Type of immunity 
294, 0.695312, 0.00307331, Reduction 
294, 0.699219, 0.00307659, Reduction 
294, 0.703125, 0.00313704, Reduction 
294, 0.707031, 0.00312086, Reduction 
294, 0.710938, 0.00317754, Reduction 
294, 0.714844, 0.00316732, Reduction 
294, 0.71875, 0.00317863, Reduction 
294, 0.722656, 0.00325355, Reduction 
294, 0.726562, 0.00325088, Reduction 
294, 0.730469, 0.00328676, Reduction 
294, 0.734375, 0.0033348, Reduction 
294, 0.738281, 0.00340047, Reduction 
294, 0.742188, 0.00336314, Reduction 
294, 0.746094, 0.00339001, Reduction 
294, 0.75, 0.00341641, Reduction 
294, 0.753906, 0.00350981, Reduction 
294, 0.757812, 0.00350896, Reduction 
294, 0.761719, 0.00354071, Reduction 
294, 0.765625, 0.00360067, Reduction 
294, 0.769531, 0.00361186, Reduction 
294, 0.773438, 0.00366513, Reduction 
294, 0.777344, 0.00364956, Reduction 
294, 0.78125, 0.00371256, Reduction 
294, 0.785156, 0.0037471, Reduction 
294, 0.789062, 0.0038056, Reduction 
294, 0.792969, 0.00384112, Reduction 
294, 0.796875, 0.0038742, Reduction 
294, 0.800781, 0.00392431, Reduction 
294, 0.804688, 0.00395666, Reduction 
294, 0.808594, 0.00399497, Reduction 
294, 0.8125, 0.00404581, Reduction 
294, 0.816406, 0.00408509, Reduction 
294, 0.820312, 0.00415673, Reduction 
294, 0.824219, 0.00417765, Reduction 
294, 0.828125, 0.00425233, Reduction 
294, 0.832031, 0.00426996, Reduction 
294, 0.835938, 0.00435753, Reduction 
294, 0.839844, 0.00439767, Reduction 
294, 0.84375, 0.00450226, Reduction 
294, 0.847656, 0.00453364, Reduction 
294, 0.851562, 0.00459518, Reduction 
294, 0.855469, 0.00465916, Reduction 
294, 0.859375, 0.00472033, Reduction 
294, 0.863281, 0.0048619, Reduction 
294, 0.867188, 0.00487869, Reduction 
294, 0.871094, 0.00493172, Reduction 
294, 0.875, 0.00502451, Reduction 
294, 0.878906, 0.00509238, Reduction 
294, 0.882812, 0.00519491, Reduction 
294, 0.886719, 0.00527105, Reduction 
294, 0.890625, 0.0054294, Reduction 
294, 0.894531, 0.00546224, Reduction 
294, 0.898438, 0.00560879, Reduction 
294, 0.902344, 0.00568761, Reduction 
294, 0.90625, 0.00580351, Reduction 
294, 0.910156, 0.00593292, Reduction 
294, 0.914062, 0.00605965, Reduction 
294, 0.917969, 0.00620609, Reduction 
294, 0.921875, 0.00633927, Reduction 
294, 0.925781, 0.0065414, Reduction 
294, 0.929688, 0.00671326, Reduction 
294, 0.933594, 0.00694325, Reduction 
294, 0.9375, 0.00713213, Reduction 
294, 0.941406, 0.00730654, Reduction 
294, 0.945312, 0.00760926, Reduction 
294, 0.949219, 0.00784436, Reduction 
294, 0.953125, 0.00811996, Reduction 
294, 0.957031, 0.00846354, Reduction 
294, 0.960938, 0.00890601, Reduction 
294, 0.964844, 0.00935395, Reduction 
294, 0.96875, 0.00983777, Reduction 
294, 0.972656, 0.0104685, Reduction 
294, 0.976562, 0.0112315, Reduction 
294, 0.980469, 0.0121552, Reduction 
294, 0.984375, 0.0133993, Reduction 
294, 0.988281, 0.0150225, Reduction 
294, 0.992188, 0.017642, Reduction 
294, 0.996094, 0.0221676, Reduction 
294, 1, 0.0428802, Reduction 
294, 1.00391, 0, Reduction 
301, 0.00390625, 0.211132, Reduction 
301, 0.0078125, 8.015e-05, Reduction 
301, 0.0117188, 0.000119313, Reduction 
301, 0.015625, 0.000155557, Reduction 
301, 0.0195312, 0.000189854, Reduction 
301, 0.0234375, 0.000225369, Reduction 
301, 0.0273438, 0.000258937, Reduction 
301, 0.03125, 0.000293478, Reduction 
301, 0.0351562, 0.000337262, Reduction 
301, 0.0390625, 0.000366695, Reduction 
301, 0.0429688, 0.000402209, Reduction 
301, 0.046875, 0.000439426, Reduction 
301, 0.0507812, 0.000472508, Reduction 
301, 0.0546875, 0.000501819, Reduction 
301, 0.0585938, 0.000537333, Reduction 
301, 0.0625, 0.000570536, Reduction 
301, 0.0664062, 0.000605807, Reduction 
301, 0.0703125, 0.000633902, Reduction 
301, 0.0742188, 0.000668443, Reduction 
301, 0.078125, 0.000683646, Reduction 
301, 0.0820312, 0.000734485, Reduction 
301, 0.0859375, 0.000750053, Reduction 
301, 0.0898438, 0.000787634, Reduction 
301, 0.09375, 0.000797486, Reduction 
301, 0.0976562, 0.000829716, Reduction 
301, 0.101562, 0.0008465, Reduction 
301, 0.105469, 0.000893447, Reduction 
301, 0.109375, 0.000918015, Reduction 
301, 0.113281, 0.000931394, Reduction 
301, 0.117188, 0.000966056, Reduction 
301, 0.121094, 0.000979435, Reduction 
301, 0.125, 0.0009843, Reduction 
301, 0.128906, 0.00100704, Reduction 
301, 0.132812, 0.00103465, Reduction 
301, 0.136719, 0.00105144, Reduction 
301, 0.140625, 0.00108926, Reduction 
301, 0.144531, 0.00111152, Reduction 
301, 0.148438, 0.00111979, Reduction 
301, 0.152344, 0.00111772, Reduction 
301, 0.15625, 0.00114387, Reduction 
301, 0.160156, 0.00118668, Reduction 
301, 0.164062, 0.0011907, Reduction 
301, 0.167969, 0.0012149, Reduction 
301, 0.171875, 0.00121733, Reduction 
301, 0.175781, 0.00125807, Reduction 
301, 0.179688, 0.0012672, Reduction 
301, 0.183594, 0.00127571, Reduction 
301, 0.1875, 0.00129967, Reduction 
301, 0.191406, 0.00131147, Reduction 
301, 0.195312, 0.00134649, Reduction 
301, 0.199219, 0.00134309, Reduction 
301, 0.203125, 0.00137836, Reduction 
301, 0.207031, 0.00136522, Reduction 
301, 0.210938, 0.00139636, Reduction 
301, 0.214844, 0.00139417, Reduction 
301, 0.21875, 0.00142312, Reduction 
301, 0.222656, 0.00144793, Reduction 
301, 0.226562, 0.00146861, Reduction 
301, 0.230469, 0.00147748, Reduction 
301, 0.234375, 0.0014714, Reduction 
301, 0.238281, 0.00149013, Reduction 
301, 0.242188, 0.00149256, Reduction 
301, 0.246094, 0.00150898, Reduction 
301, 0.25, 0.00151677, Reduction 
301, 0.253906, 0.0015563, Reduction 
301, 0.257812, 0.00155386, Reduction 
301, 0.261719, 0.00156189, Reduction 
301, 0.265625, 0.0015732, Reduction 
301, 0.269531, 0.00159704, Reduction 
301, 0.273438, 0.00160239, Reduction 
301, 0.277344, 0.00162246, Reduction 
301, 0.28125, 0.00162112, Reduction 
301, 0.285156, 0.00163718, Reduction 
301, 0.289062, 0.00164678, Reduction 
301, 0.292969, 0.00168351, Reduction 
301, 0.296875, 0.00167293, Reduction 
301, 0.300781, 0.0017076, Reduction 
301, 0.304688, 0.00170784, Reduction 
301, 0.308594, 0.00172912, Reduction 
301, 0.3125, 0.00175564, Reduction 
301, 0.316406, 0.00173216, Reduction 
301, 0.320312, 0.00175539, Reduction 
301, 0.324219, 0.00178604, Reduction 
301, 0.328125, 0.00177169, Reduction 
301, 0.332031, 0.00177546, Reduction 
301, 0.335938, 0.00178665, Reduction 
301, 0.339844, 0.00180331, Reduction 
301, 0.34375, 0.00181365, Reduction 
301, 0.347656, 0.00183445, Reduction 
301, 0.351562, 0.00186607, Reduction 
301, 0.355469, 0.00181839, Reduction 
301, 0.359375, 0.0018499, Reduction 
301, 0.363281, 0.0018831, Reduction 
301, 0.367188, 0.00187799, Reduction 
301, 0.371094, 0.00185792, Reduction 
301, 0.375, 0.00190815, Reduction 
301, 0.378906, 0.00192786, Reduction 
301, 0.382812, 0.0019315, Reduction 
301, 0.386719, 0.00193321, Reduction 
301, 0.390625, 0.00197894, Reduction 
301, 0.394531, 0.00195583, Reduction 
301, 0.398438, 0.00199779, Reduction 
301, 0.402344, 0.00197529, Reduction 
301, 0.40625, 0.00201397, Reduction 
301, 0.410156, 0.00200557, Reduction 
301, 0.414062, 0.0020192, Reduction 
301, 0.417969, 0.00205337, Reduction 
301, 0.421875, 0.00204972, Reduction 
301, 0.425781, 0.00206882, Reduction 
301, 0.429688, 0.00207344, Reduction 
301, 0.433594, 0.00207806, Reduction 
301, 0.4375, 0.00209825, Reduction 
301, 0.441406, 0.00211078, Reduction 
301, 0.445312, 0.00212014, Reduction 
301, 0.449219, 0.0021154, Reduction 
301, 0.453125, 0.00211649, Reduction 
301, 0.457031, 0.00217548, Reduction 
301, 0.460938, 0.00216794, Reduction 
301, 0.464844, 0.00218643, Reduction 
301, 0.46875, 0.00216514, Reduction 
301, 0.472656, 0.00220455, Reduction 
301, 0.476562, 0.00220248, Reduction 
301, 0.480469, 0.00222668, Reduction 
301, 0.484375, 0.00224906, Reduction 
301, 0.488281, 0.00223058, Reduction 
301, 0.492188, 0.00223921, Reduction 
301, 0.496094, 0.00225758, Reduction 
301, 0.5, 0.00231328, Reduction 
301, 0.503906, 0.00228592, Reduction 
301, 0.507812, 0.00232386, Reduction 
301, 0.511719, 0.00232216, Reduction 
301, 0.515625, 0.00233262, Reduction 
301, 0.519531, 0.00235634, Reduction 
301, 0.523438, 0.00237592, Reduction 
301, 0.527344, 0.00235889, Reduction 
301, 0.53125, 0.00238577, Reduction 
301, 0.535156, 0.0024034, Reduction 
301, 0.539062, 0.00240936, Reduction 
301, 0.542969, 0.00242955, Reduction 
301, 0.546875, 0.0024422, Reduction 
301, 0.550781, 0.00246142, Reduction 
301, 0.554688, 0.00242372, Reduction 
301, 0.558594, 0.00247285, Reduction 
301, 0.5625, 0.00249353, Reduction 
301, 0.566406, 0.00252235, Reduction 
301, 0.570312, 0.00253281, Reduction 
301, 0.574219, 0.00258085, Reduction 
301, 0.578125, 0.00252564, Reduction 
301, 0.582031, 0.00259642, Reduction 
301, 0.585938, 0.00260347, Reduction 
301, 0.589844, 0.00259022, Reduction 
301, 0.59375, 0.00259606, Reduction 
301, 0.597656, 0.00259897, Reduction 
301, 0.601562, 0.00267244, Reduction 
301, 0.605469, 0.00261102, Reduction 
301, 0.609375, 0.00268752, Reduction 
301, 0.613281, 0.0026846, Reduction 
301, 0.617188, 0.00270479, Reduction 
301, 0.621094, 0.00268873, Reduction 
301, 0.625, 0.00278238, Reduction 
301, 0.628906, 0.00276925, Reduction 
301, 0.632812, 0.00278092, Reduction 
301, 0.636719, 0.00278968, Reduction 
301, 0.640625, 0.00281814, Reduction 
301, 0.644531, 0.00282276, Reduction 
301, 0.648438, 0.00279832, Reduction 
301, 0.652344, 0.00286217, Reduction 
301, 0.65625, 0.00290182, Reduction 
301, 0.660156, 0.00290948, Reduction 
301, 0.664062, 0.00295631, Reduction 
301, 0.667969, 0.00298185, Reduction 
301, 0.671875, 0.00295363, Reduction 
301, 0.675781, 0.00297966, Reduction 
301, 0.679688, 0.00300155, Reduction 
301, 0.683594, 0.0030159, Reduction 
301, 0.6875, 0.00304728, Reduction 
301, 0.691406, 0.00307452, Reduction 
301, 0.695312, 0.00306881, Reduction 
301, 0.699219, 0.0030879, Reduction 
301, 0.703125, 0.00312147, Reduction 
301, 0.707031, 0.00314579, Reduction 
301, 0.710938, 0.00317547, Reduction 
301, 0.714844, 0.00321743, Reduction 
301, 0.71875, 0.00324103, Reduction 
301, 0.722656, 0.00327739, Reduction 
301, 0.726562, 0.00325817, Reduction 
301, 0.730469, 0.00329503, Reduction 
301, 0.734375, 0.00330281, Reduction 
301, 0.738281, 0.00340461, Reduction 
301, 0.742188, 0.00337749, Reduction 
301, 0.746094, 0.00343793, Reduction 
301, 0.75, 0.00347661, Reduction 
301, 0.753906, 0.00347491, Reduction 
301, 0.757812, 0.00353025, Reduction 
301, 0.761719, 0.00350835, Reduction 
301, 0.765625, 0.00357476, Reduction 
301, 0.769531, 0.00358145, Reduction 
301, 0.773438, 0.00364652, Reduction 
301, 0.777344, 0.00367644, Reduction 
301, 0.78125, 0.00373263, Reduction 
301, 0.785156, 0.00374418, Reduction 
301, 0.789062, 0.00376985, Reduction 
301, 0.792969, 0.00381971, Reduction 
301, 0.796875, 0.00381983, Reduction 
301, 0.800781, 0.00392285, Reduction 
301, 0.804688, 0.00389779, Reduction 
301, 0.808594, 0.00400336, Reduction 
301, 0.8125, 0.00400701, Reduction 
301, 0.816406, 0.00406892, Reduction 
301, 0.820312, 0.00409713, Reduction 
301, 0.824219, 0.00415187, Reduction 
301, 0.828125, 0.00419455, Reduction 
301, 0.832031, 0.00429806, Reduction 
301, 0.835938, 0.00429198, Reduction 
301, 0.839844, 0.00436933, Reduction 
301, 0.84375, 0.00441165, Reduction 
301, 0.847656, 0.00447137, Reduction 
301, 0.851562, 0.00459105, Reduction 
301, 0.855469, 0.00461647, Reduction 
301, 0.859375, 0.00463337, Reduction 
301, 0.863281, 0.00472678, Reduction 
301, 0.867188, 0.00478358, Reduction 
301, 0.871094, 0.00485071, Reduction 
301, 0.875, 0.00494084, Reduction 
301, 0.878906, 0.00503266, Reduction 
301, 0.882812, 0.00512765, Reduction 
301, 0.886719, 0.00516633, Reduction 
301, 0.890625, 0.00527044, Reduction 
301, 0.894531, 0.00537674, Reduction 
301, 0.898438, 0.00547975, Reduction 
301, 0.902344, 0.00554069, Reduction 
301, 0.90625, 0.00568055, Reduction 
301, 0.910156, 0.00579086, Reduction 
301, 0.914062, 0.00589534, Reduction 
301, 0.917969, 0.00606136, Reduction 
301, 0.921875, 0.00622068, Reduction 
301, 0.925781, 0.0064019, Reduction 
301, 0.929688, 0.00651355, Reduction 
301, 0.933594, 0.00672761, Reduction 
301, 0.9375, 0.00688718, Reduction 
301, 0.941406, 0.00712386, Reduction 
301, 0.945312, 0.00730471, Reduction 
301, 0.949219, 0.00757739, Reduction 
301, 0.953125, 0.0078671, Reduction 
301, 0.957031, 0.00821105, Reduction 
301, 0.960938, 0.00858432, Reduction 
301, 0.964844, 0.00896962, Reduction 
301, 0.96875, 0.0094493, Reduction 
301, 0.972656, 0.0100695, Reduction 
301, 0.976562, 0.0107433, Reduction 
301, 0.980469, 0.0115896, Reduction 
301, 0.984375, 0.0127455, Reduction 
301, 0.988281, 0.0143204, Reduction 
301, 0.992188, 0.0166854, Reduction 
301, 0.996094, 0.0208626, Reduction 
301, 1, 0.0418065, Reduction 
301, 1.00391, 0, Reduction 
308, 0.00390625, 0.210792, Reduction 
308, 0.0078125, 9.03663e-05, Reduction 
308, 0.0117188, 0.000131962, Reduction 
308, 0.015625, 0.000169178, Reduction 
308, 0.0195312, 0.000214058, Reduction 
308, 0.0234375, 0.000248599, Reduction 
308, 0.0273438, 0.000286059, Reduction 
308, 0.03125, 0.000330451, Reduction 
308, 0.0351562, 0.000375209, Reduction 
308, 0.0390625, 0.000410236, Reduction 
308, 0.0429688, 0.000445872, Reduction 
308, 0.046875, 0.000490508, Reduction 
308, 0.0507812, 0.000514711, Reduction 
308, 0.0546875, 0.000560563, Reduction 
308, 0.0585938, 0.000598023, Reduction 
308, 0.0625, 0.000634632, Reduction 
308, 0.0664062, 0.000660295, Reduction 
308, 0.0703125, 0.000708093, Reduction 
308, 0.0742188, 0.000722931, Reduction 
308, 0.078125, 0.000774986, Reduction 
308, 0.0820312, 0.00080904, Reduction 
308, 0.0859375, 0.000822176, Reduction 
308, 0.0898438, 0.000858055, Reduction 
308, 0.09375, 0.000866082, Reduction 
308, 0.0976562, 0.000927015, Reduction 
308, 0.101562, 0.000947083, Reduction 
308, 0.105469, 0.000965813, Reduction 
308, 0.109375, 0.00100425, Reduction 
308, 0.113281, 0.00102456, Reduction 
308, 0.117188, 0.00102358, Reduction 
308, 0.121094, 0.00105423, Reduction 
308, 0.125, 0.00107503, Reduction 
308, 0.128906, 0.00110872, Reduction 
308, 0.132812, 0.00113633, Reduction 
308, 0.136719, 0.00115774, Reduction 
308, 0.140625, 0.00115542, Reduction 
308, 0.144531, 0.0011699, Reduction 
308, 0.148438, 0.00121648, Reduction 
308, 0.152344, 0.00123168, Reduction 
308, 0.15625, 0.00126452, Reduction 
308, 0.160156, 0.00125576, Reduction 
308, 0.164062, 0.00128167, Reduction 
308, 0.167969, 0.00132825, Reduction 
308, 0.171875, 0.00130952, Reduction 
308, 0.175781, 0.00134868, Reduction 
308, 0.179688, 0.00135513, Reduction 
308, 0.183594, 0.00138833, Reduction 
308, 0.1875, 0.00139308, Reduction 
308, 0.191406, 0.0014236, Reduction 
308, 0.195312, 0.00141473, Reduction 
308, 0.199219, 0.00144501, Reduction 
308, 0.203125, 0.00146058, Reduction 
308, 0.207031, 0.00145036, Reduction 
308, 0.210938, 0.00151871, Reduction 
308, 0.214844, 0.00152163, Reduction 
308, 0.21875, 0.00152334, Reduction 
308, 0.222656, 0.00152966, Reduction 
308, 0.226562, 0.00153744, Reduction 
308, 0.230469, 0.0015344, Reduction 
308, 0.234375, 0.00157186, Reduction 
308, 0.238281, 0.00158378, Reduction 
308, 0.242188, 0.00160045, Reduction 
308, 0.246094, 0.00160665, Reduction 
308, 0.25, 0.00161042, Reduction 
308, 0.253906, 0.00162562, Reduction 
308, 0.257812, 0.0016497, Reduction 
308, 0.261719, 0.00167087, Reduction 
308, 0.265625, 0.00166454, Reduction 
308, 0.269531, 0.00167804, Reduction 
308, 0.273438, 0.00169045, Reduction 
308, 0.277344, 0.001729, Reduction 
308, 0.28125, 0.00170857, Reduction 
308, 0.285156, 0.00174968, Reduction 
308, 0.289062, 0.00175174, Reduction 
308, 0.292969, 0.00176804, Reduction 
308, 0.296875, 0.00180088, Reduction 
308, 0.300781, 0.00177838, Reduction 
308, 0.304688, 0.00179237, Reduction 
308, 0.308594, 0.0018336, Reduction 
308, 0.3125, 0.00179833, Reduction 
308, 0.316406, 0.0018145, Reduction 
308, 0.320312, 0.00184102, Reduction 
308, 0.324219, 0.00184844, Reduction 
308, 0.328125, 0.0018443, Reduction 
308, 0.332031, 0.00188857, Reduction 
308, 0.335938, 0.00188541, Reduction 
308, 0.339844, 0.00185002, Reduction 
308, 0.34375, 0.00191472, Reduction 
308, 0.347656, 0.00192542, Reduction 
308, 0.351562, 0.00189684, Reduction 
308, 0.355469, 0.0019174, Reduction 
308, 0.359375, 0.00194038, Reduction 
308, 0.363281, 0.00196045, Reduction 
308, 0.367188, 0.00195364, Reduction 
308, 0.371094, 0.00198599, Reduction 
308, 0.375, 0.00200411, Reduction 
308, 0.378906, 0.00200217, Reduction 
308, 0.382812, 0.00201263, Reduction 
308, 0.386719, 0.00202588, Reduction 
308, 0.390625, 0.00203197, Reduction 
308, 0.394531, 0.00204656, Reduction 
308, 0.398438, 0.00206991, Reduction 
308, 0.402344, 0.00206505, Reduction 
308, 0.40625, 0.00208876, Reduction 
308, 0.410156, 0.00210591, Reduction 
308, 0.414062, 0.00208621, Reduction 
308, 0.417969, 0.00211406, Reduction 
308, 0.421875, 0.00213133, Reduction 
308, 0.425781, 0.00213608, Reduction 
308, 0.429688, 0.00212403, Reduction 
308, 0.433594, 0.00212975, Reduction 
308, 0.4375, 0.00219336, Reduction 
308, 0.441406, 0.00216843, Reduction 
308, 0.445312, 0.00220224, Reduction 
308, 0.449219, 0.0021756, Reduction 
308, 0.453125, 0.00221124, Reduction 
308, 0.457031, 0.00221501, Reduction 
308, 0.460938, 0.00222802, Reduction 
308, 0.464844, 0.00226451, Reduction 
308, 0.46875, 0.00222766, Reduction 
308, 0.472656, 0.00224602, Reduction 
308, 0.476562, 0.00226974, Reduction 
308, 0.480469, 0.00230817, Reduction 
308, 0.484375, 0.00228652, Reduction 
308, 0.488281, 0.00232131, Reduction 
308, 0.492188, 0.00232277, Reduction 
308, 0.496094, 0.00232982, Reduction 
308, 0.5, 0.00235317, Reduction 
308, 0.503906, 0.00236497, Reduction 
308, 0.507812, 0.00235792, Reduction 
308, 0.511719, 0.00237811, Reduction 
308, 0.515625, 0.00240073, Reduction 
308, 0.519531, 0.00239039, Reduction 
308, 0.523438, 0.00242408, Reduction 
308, 0.527344, 0.00242286, Reduction 
308, 0.53125, 0.00244755, Reduction 
308, 0.535156, 0.00241557, Reduction 
308, 0.539062, 0.00246154, Reduction 
308, 0.542969, 0.00247857, Reduction 
308, 0.546875, 0.00250143, Reduction 
308, 0.550781, 0.00250447, Reduction 
308, 0.554688, 0.00256589, Reduction 
308, 0.558594, 0.00249839, Reduction 
308, 0.5625, 0.00256456, Reduction 
308, 0.566406, 0.00256869, Reduction 
308, 0.570312, 0.00256796, Reduction 
308, 0.574219, 0.0025693, Reduction 
308, 0.578125, 0.00256577, Reduction 
308, 0.582031, 0.00263339, Reduction 
308, 0.585938, 0.00257806, Reduction 
308, 0.589844, 0.00265444, Reduction 
308, 0.59375, 0.00265115, Reduction 
308, 0.597656, 0.00266198, Reduction 
308, 0.601562, 0.00264714, Reduction 
308, 0.605469, 0.00274042, Reduction 
308, 0.609375, 0.00271683, Reduction 
308, 0.613281, 0.00273556, Reduction 
308, 0.617188, 0.00273617, Reduction 
308, 0.621094, 0.00277265, Reduction 
308, 0.625, 0.00276475, Reduction 
308, 0.628906, 0.00274419, Reduction 
308, 0.632812, 0.00279467, Reduction 
308, 0.636719, 0.00284733, Reduction 
308, 0.640625, 0.00283797, Reduction 
308, 0.644531, 0.0028871, Reduction 
308, 0.648438, 0.00291532, Reduction 
308, 0.652344, 0.0028747, Reduction 
308, 0.65625, 0.00291203, Reduction 
308, 0.660156, 0.00291532, Reduction 
308, 0.664062, 0.0029259, Reduction 
308, 0.667969, 0.00297881, Reduction 
308, 0.671875, 0.00296798, Reduction 
308, 0.675781, 0.00302186, Reduction 
308, 0.679688, 0.00299097, Reduction 
308, 0.683594, 0.00301505, Reduction 
308, 0.6875, 0.00306552, Reduction 
308, 0.691406, 0.00306686, Reduction 
308, 0.695312, 0.00308133, Reduction 
308, 0.699219, 0.00313266, Reduction 
308, 0.703125, 0.00318459, Reduction 
308, 0.707031, 0.00316246, Reduction 
308, 0.710938, 0.00315407, Reduction 
308, 0.714844, 0.0032004, Reduction 
308, 0.71875, 0.00322607, Reduction 
308, 0.722656, 0.0033005, Reduction 
308, 0.726562, 0.00327338, Reduction 
308, 0.730469, 0.00329965, Reduction 
308, 0.734375, 0.00336849, Reduction 
308, 0.738281, 0.00336374, Reduction 
308, 0.742188, 0.00340838, Reduction 
308, 0.746094, 0.00338515, Reduction 
308, 0.75, 0.00343076, Reduction 
308, 0.753906, 0.00345922, Reduction 
308, 0.757812, 0.00350398, Reduction 
308, 0.761719, 0.00352708, Reduction 
308, 0.765625, 0.00357963, Reduction 
308, 0.769531, 0.00360067, Reduction 
308, 0.773438, 0.00359933, Reduction 
308, 0.777344, 0.00365552, Reduction 
308, 0.78125, 0.00365394, Reduction 
308, 0.785156, 0.00373287, Reduction 
308, 0.789062, 0.00374418, Reduction 
308, 0.792969, 0.00379636, Reduction 
308, 0.796875, 0.00380962, Reduction 
308, 0.800781, 0.00386398, Reduction 
308, 0.804688, 0.00387152, Reduction 
308, 0.808594, 0.00394705, Reduction 
308, 0.8125, 0.00397551, Reduction 
308, 0.816406, 0.00402343, Reduction 
308, 0.820312, 0.00409178, Reduction 
308, 0.824219, 0.00409251, Reduction 
308, 0.828125, 0.00415941, Reduction 
308, 0.832031, 0.00419833, Reduction 
308, 0.835938, 0.00426339, Reduction 
308, 0.839844, 0.00434415, Reduction 
308, 0.84375, 0.00436179, Reduction 
308, 0.847656, 0.00438611, Reduction 
308, 0.851562, 0.00445446, Reduction 
308, 0.855469, 0.00451479, Reduction 
308, 0.859375, 0.00457925, Reduction 
308, 0.863281, 0.00465344, Reduction 
308, 0.867188, 0.00470306, Reduction 
308, 0.871094, 0.00478309, Reduction 
308, 0.875, 0.00483417, Reduction 
308, 0.878906, 0.0049277, Reduction 
308, 0.882812, 0.00497976, Reduction 
308, 0.886719, 0.00506149, Reduction 
308, 0.890625, 0.00516353, Reduction 
308, 0.894531, 0.00521571, Reduction 
308, 0.898438, 0.00533003, Reduction 
308, 0.902344, 0.00542612, Reduction 
308, 0.90625, 0.00550164, Reduction 
308, 0.910156, 0.00565939, Reduction 
308, 0.914062, 0.00577068, Reduction 
308, 0.917969, 0.00593499, Reduction 
308, 0.921875, 0.00601842, Reduction 
308, 0.925781, 0.00619429, Reduction 
308, 0.929688, 0.00629828, Reduction 
308, 0.933594, 0.00653374, Reduction 
308, 0.9375, 0.00665926, Reduction 
308, 0.941406, 0.00683427, Reduction 
308, 0.945312, 0.00704407, Reduction 
308, 0.949219, 0.00733658, Reduction 
308, 0.953125, 0.007614, Reduction 
308, 0.957031, 0.00790043, Reduction 
308, 0.960938, 0.00821689, Reduction 
308, 0.964844, 0.00859599, Reduction 
308, 0.96875, 0.00909708, Reduction 
308, 0.972656, 0.00962906, Reduction 
308, 0.976562, 0.0102121, Reduction 
308, 0.980469, 0.0111225, Reduction 
308, 0.984375, 0.0120653, Reduction 
308, 0.988281, 0.0136143, Reduction 
308, 0.992188, 0.0157794, Reduction 
308, 0.996094, 0.0196535, Reduction 
308, 1, 0.0417468, Reduction 
308, 1.00391, 0, Reduction 
315, 0.00390625, 0.210478, Reduction 
315, 0.0078125, 0.000103745, Reduction 
315, 0.0117188, 0.00014534, Reduction 
315, 0.015625, 0.000194233, Reduction 
315, 0.0195312, 0.000238382, Reduction 
315, 0.0234375, 0.000278032, Reduction 
315, 0.0273438, 0.000320965, Reduction 
315, 0.03125, 0.000374844, Reduction 
315, 0.0351562, 0.000414737, Reduction 
315, 0.0390625, 0.000455116, Reduction 
315, 0.0429688, 0.000500603, Reduction 
315, 0.046875, 0.000538428, Reduction 
315, 0.0507812, 0.00058355, Reduction 
315, 0.0546875, 0.000628186, Reduction 
315, 0.0585938, 0.000666376, Reduction 
315, 0.0625, 0.000690579, Reduction 
315, 0.0664062, 0.000750783, Reduction 
315, 0.0703125, 0.000766837, Reduction 
315, 0.0742188, 0.00081354, Reduction 
315, 0.078125, 0.000856595, Reduction 
315, 0.0820312, 0.000879339, Reduction 
315, 0.0859375, 0.000895636, Reduction 
315, 0.0898438, 0.000953407, Reduction 
315, 0.09375, 0.000982962, Reduction 
315, 0.0976562, 0.00100194, Reduction 
315, 0.101562, 0.00104718, Reduction 
315, 0.105469, 0.00105715, Reduction 
315, 0.109375, 0.0010698, Reduction 
315, 0.113281, 0.00110215, Reduction 
315, 0.117188, 0.00111991, Reduction 
315, 0.121094, 0.00116321, Reduction 
315, 0.125, 0.00119203, Reduction 
315, 0.128906, 0.00120213, Reduction 
315, 0.132812, 0.00120395, Reduction 
315, 0.136719, 0.00123375, Reduction 
315, 0.140625, 0.0012858, Reduction 
315, 0.144531, 0.00128374, Reduction 
315, 0.148438, 0.0013077, Reduction 
315, 0.152344, 0.00132217, Reduction 
315, 0.15625, 0.00136255, Reduction 
315, 0.160156, 0.00136973, Reduction 
315, 0.164062, 0.00138323, Reduction 
315, 0.167969, 0.00141825, Reduction 
315, 0.171875, 0.00142944, Reduction 
315, 0.175781, 0.00144951, Reduction 
315, 0.179688, 0.00147481, Reduction 
315, 0.183594, 0.00146982, Reduction 
315, 0.1875, 0.001495, Reduction 
315, 0.191406, 0.00151263, Reduction 
315, 0.195312, 0.00151507, Reduction 
315, 0.199219, 0.00156517, Reduction 
315, 0.203125, 0.00157904, Reduction 
315, 0.207031, 0.00158305, Reduction 
315, 0.210938, 0.00157794, Reduction 
315, 0.214844, 0.00158573, Reduction 
315, 0.21875, 0.00161358, Reduction 
315, 0.222656, 0.00161005, Reduction 
315, 0.226562, 0.00165189, Reduction 
315, 0.230469, 0.00166126, Reduction 
315, 0.234375, 0.00165238, Reduction 
315, 0.238281, 0.00167208, Reduction 
315, 0.242188, 0.00169045, Reduction 
315, 0.246094, 0.0017003, Reduction 
315, 0.25, 0.00172462, Reduction 
315, 0.253906, 0.0017166, Reduction 
315, 0.257812, 0.00174615, Reduction 
315, 0.261719, 0.00176002, Reduction 
315, 0.265625, 0.00175989, Reduction 
315, 0.269531, 0.00179237, Reduction 
315, 0.273438, 0.00179164, Reduction 
315, 0.277344, 0.00181535, Reduction 
